datetime,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)"
2014-05-01 07:20:00,0,3,0,0,0,0,1,0,1,2,1,0,0,0,5,6,2,2,1,1,0,6,18,29,20,14,2,0,0,1,14,49,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2014-05-01 07:30:00,0,3,0,0,0,0,1,0,1,3,1,0,0,0,4,7,2,3,1,1,0,5,16,31,22,10,1,0,0,2,17,46,15,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2014-05-01 07:40:00,0,3,0,0,0,0,1,0,1,3,1,0,0,0,4,8,2,3,2,1,0,4,16,31,21,11,1,0,0,2,22,41,13,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0
2014-05-01 07:50:00,0,3,0,0,0,0,1,0,1,3,1,0,0,0,4,8,1,3,2,1,0,3,16,31,19,12,0,0,0,2,25,43,13,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2014-05-01 08:00:00,0,2,0,0,0,0,1,0,1,3,1,0,0,0,4,7,1,2,2,1,0,4,17,31,18,10,0,0,0,2,22,46,17,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2014-05-01 08:10:00,0,3,0,0,0,0,1,0,1,3,1,0,0,0,4,8,1,2,2,1,0,4,14,32,19,10,0,1,0,2,22,42,20,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2014-05-01 08:20:00,1,2,0,0,0,0,1,0,1,3,1,0,0,0,5,6,1,2,1,0,0,5,14,35,19,10,0,1,0,3,20,42,20,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2014-05-01 08:30:00,1,2,0,0,0,0,1,0,1,3,1,0,0,0,5,6,0,3,0,0,0,6,16,33,21,10,0,1,0,3,20,37,21,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0
2014-05-01 08:40:00,1,3,0,0,0,0,1,0,2,2,1,0,0,0,4,6,0,2,0,0,0,6,15,33,23,8,0,0,0,2,21,36,24,0,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0
2014-05-01 08:50:00,1,3,0,0,0,0,1,0,2,2,1,0,0,0,3,6,0,2,0,0,0,6,20,35,20,8,0,0,0,2,20,33,25,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1
2014-05-01 09:00:00,1,3,0,0,0,0,1,1,2,2,1,0,0,0,3,5,0,3,0,0,0,4,20,35,25,8,0,0,0,2,23,32,20,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2
2014-05-01 09:10:00,1,4,0,0,0,0,1,1,2,2,1,0,0,0,3,6,0,2,0,0,0,5,21,34,20,11,0,0,0,1,21,36,19,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2
2014-05-01 09:20:00,1,4,0,0,0,0,1,2,2,2,1,0,0,0,3,7,0,3,0,0,0,5,19,32,20,11,0,0,0,1,22,33,21,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2
2014-05-01 09:30:00,1,3,0,0,0,0,1,2,2,1,1,0,0,0,2,8,0,3,0,0,0,5,20,29,20,11,0,0,0,1,23,36,22,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
2014-05-01 09:40:00,1,3,0,0,0,0,1,2,2,1,1,0,0,0,2,8,0,3,0,0,0,4,21,28,20,9,1,0,0,3,27,34,20,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
2014-05-01 09:50:00,1,4,0,0,0,0,1,1,2,1,1,0,0,0,2,8,0,3,0,0,0,6,20,29,19,11,1,0,0,3,22,38,18,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
2014-05-01 10:00:00,1,4,0,0,0,0,1,1,2,1,1,0,0,0,2,8,0,4,0,0,0,7,19,27,17,11,2,0,0,3,25,43,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-05-01 10:10:00,1,3,0,0,0,0,1,1,2,1,1,0,0,0,2,8,0,4,0,0,0,8,21,27,16,11,2,0,0,4,24,43,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-05-01 10:20:00,0,1,0,0,0,0,1,0,2,1,1,0,0,0,2,8,0,4,0,0,0,8,20,28,18,12,2,0,0,5,22,44,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-05-01 10:30:00,0,1,0,0,0,0,1,0,3,1,1,0,0,1,2,8,1,4,0,0,0,9,17,26,15,12,2,0,0,4,26,41,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2014-05-01 10:40:00,1,1,0,0,0,0,0,0,3,1,1,0,0,1,2,7,1,2,0,0,0,9,21,26,16,12,1,0,0,2,26,42,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014-05-01 10:50:00,1,1,0,0,0,0,0,0,3,1,1,0,0,1,3,5,2,1,0,0,0,10,20,28,19,11,1,0,0,0,25,40,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014-05-01 11:00:00,1,2,0,0,0,0,0,0,3,1,1,0,0,1,2,4,2,1,0,0,0,7,20,28,19,11,1,0,0,0,27,41,22,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-05-01 11:10:00,1,2,0,0,0,0,0,0,2,1,1,0,0,0,2,5,2,2,2,0,1,6,23,26,17,12,1,0,0,0,30,36,22,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-05-01 11:20:00,1,3,0,0,0,0,0,0,2,1,1,0,0,0,2,4,2,1,1,0,1,7,29,25,16,13,1,0,0,0,26,36,23,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-05-01 11:30:00,2,3,0,0,0,0,0,0,2,1,1,0,0,0,2,6,2,1,1,0,1,6,27,24,19,12,1,0,0,2,27,34,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-01 11:40:00,2,3,0,0,0,0,0,0,2,1,1,0,0,0,1,5,2,1,0,0,1,8,25,26,16,13,1,0,0,2,23,41,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-01 11:50:00,1,3,1,0,0,0,0,0,2,1,1,0,0,0,0,5,1,1,0,0,1,7,24,25,16,15,1,1,0,3,24,41,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-01 12:00:00,0,4,1,0,0,0,0,0,1,1,1,0,0,0,1,5,1,1,0,1,1,9,22,23,17,15,0,1,1,1,25,43,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-05-01 12:10:00,0,5,1,0,0,0,0,0,2,1,1,0,0,0,1,4,1,1,0,1,1,7,23,20,21,13,0,1,1,1,26,44,19,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-05-01 12:20:00,0,3,1,0,0,0,0,0,2,1,1,0,0,0,1,4,1,1,0,1,1,5,21,24,20,15,0,1,1,2,29,43,17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-05-01 12:30:00,0,3,1,0,0,0,0,0,2,0,1,0,0,0,2,7,1,1,1,1,0,5,22,22,17,15,0,1,1,1,30,45,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-01 12:40:00,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,1,1,1,0,7,22,22,20,16,0,1,1,0,29,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 12:50:00,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,5,2,1,1,1,0,6,26,24,21,17,0,1,1,0,27,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 13:00:00,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,5,2,1,1,1,0,7,24,22,21,16,0,0,1,2,27,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 13:10:00,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,6,2,0,2,1,0,6,25,21,21,15,0,0,1,1,29,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 13:20:00,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,5,2,0,2,1,0,6,29,19,17,15,0,1,1,2,28,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 13:30:00,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,4,3,0,2,1,0,7,28,20,17,14,0,1,1,2,33,39,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 13:40:00,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,4,2,0,0,1,0,9,27,23,17,11,1,1,1,3,28,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 13:50:00,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,1,0,7,25,23,21,10,2,0,1,4,31,42,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 14:00:00,0,3,0,0,0,0,0,1,0,0,1,0,0,0,3,7,1,0,0,1,0,8,20,19,20,13,2,0,0,2,30,45,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-05-01 14:10:00,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,5,1,0,0,1,0,11,17,21,19,15,2,0,0,0,30,49,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-01 14:20:00,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,4,1,0,0,1,0,10,17,22,19,16,2,0,0,0,26,50,19,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2014-05-01 14:30:00,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,3,2,0,0,1,0,8,18,22,19,14,2,0,0,0,32,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 14:40:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,0,0,1,0,7,21,24,19,12,2,0,0,1,29,55,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 14:50:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,1,0,1,0,8,24,22,18,11,2,0,0,0,30,50,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-05-01 15:00:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,3,2,1,0,1,0,8,23,21,20,11,2,0,0,1,32,44,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-05-01 15:10:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,3,3,1,0,1,0,9,22,21,17,13,1,0,0,2,26,47,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-05-01 15:20:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,5,2,1,0,1,0,11,25,19,16,11,1,0,0,1,25,46,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-05-01 15:30:00,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,3,2,1,0,1,0,17,22,19,13,13,3,0,0,1,25,45,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-05-01 15:40:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2,2,0,0,1,0,18,20,24,15,13,3,0,0,0,24,41,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-05-01 15:50:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,2,2,0,0,1,0,15,20,24,15,13,2,0,0,1,22,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 16:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,1,2,0,0,1,0,16,21,24,14,17,3,0,0,1,21,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 16:10:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,1,2,0,0,1,0,15,21,24,16,17,2,0,0,0,22,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 16:20:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,1,2,0,0,1,0,15,23,25,15,16,2,0,0,1,20,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 16:30:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,2,0,0,1,0,15,21,27,15,14,3,0,0,2,21,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 16:40:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,1,0,12,22,28,17,10,3,0,0,2,22,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 16:50:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,1,0,10,22,28,17,9,3,0,0,2,26,55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 17:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,1,0,7,23,28,17,12,3,0,0,3,28,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01 17:10:00,1,0,0,0,0,0,0,0,1,1,1,0,0,0,5,2,1,1,0,0,0,8,20,25,18,12,3,0,0,1,30,47,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01 17:20:00,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5,1,1,1,0,0,0,10,21,22,19,13,3,0,0,1,31,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01 17:30:00,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,1,1,0,0,0,10,22,20,19,13,3,0,0,2,32,44,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01 17:40:00,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,1,0,0,0,0,9,22,18,15,14,3,0,1,1,34,48,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01 17:50:00,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,1,1,1,0,0,9,21,20,11,16,3,0,1,1,33,51,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-05-01 18:00:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,1,1,0,0,8,21,23,11,16,2,0,1,2,33,52,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 18:10:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,2,2,1,0,0,9,21,25,12,15,3,0,1,1,31,50,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 18:20:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,1,1,0,0,8,22,25,11,16,3,0,1,2,30,53,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 18:30:00,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,0,1,0,0,9,21,25,14,17,3,0,1,3,32,47,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 18:40:00,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,10,19,24,16,18,3,1,1,4,34,42,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 18:50:00,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,1,0,1,0,0,8,19,26,14,17,3,1,1,3,36,42,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 19:00:00,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,2,0,0,9,18,28,13,16,3,1,0,3,37,42,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 19:10:00,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,2,2,0,3,0,0,9,19,25,12,18,3,1,0,4,36,39,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 19:20:00,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,1,2,0,0,11,19,24,10,20,2,1,0,3,36,41,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 19:30:00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,0,0,12,19,27,14,20,2,1,0,2,29,45,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01 19:40:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,12,20,27,17,19,2,1,0,3,25,47,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
